address,Currency,label,addr_length,prefix_1,prefix_2,prefix_3,has_upper,has_lower,has_digit,digit_ratio,letter_ratio,non_alnum_ratio,base58_ratio,hex_ratio,charset_entropy,char_count_A_to_F,char_count_a_to_f,char_count_rest,max_repeated_char
1LBQd4ZxtQYYsDWrCzK4uMxHBJVxmyzs3M,Bitcoin,6,34,1,1L,1LB,1,1,1,0.117647059,0.882352941,0,1,0.264705882,4.535848503,4,1,25,2
1LKE3XA9bf5JFqtGtCHzWj5QGxKGwMfXZw,Bitcoin,6,34,1,1L,1LK,1,1,1,0.147058824,0.852941176,0,1,0.352941176,4.594672032,4,3,22,0
1LQV6yUBcfTjAWvFu3XPhdTgjqihss7i1z,Bitcoin,6,34,1,1L,1LQ,1,1,1,0.147058824,0.852941176,0,1,0.323529412,4.734521665,3,3,23,2
1LiNmTUPSJEd92ZgVJjAV3RT9BzUjvUCkx,Bitcoin,6,34,1,1L,1Li,1,1,1,0.147058824,0.852941176,0,1,0.294117647,4.653495562,4,1,24,0
1Licqjca74n8pmNaoARXLLqcTUTHFpxbXH,Bitcoin,6,34,1,1L,1Li,1,1,1,0.117647059,0.882352941,0,1,0.352941176,4.4548224,2,6,22,2
1Ljk8RNNabkZ9bfDYQBn98XfFozJhTjqcZ,Bitcoin,6,34,1,1L,1Lj,1,1,1,0.147058824,0.852941176,0,1,0.411764706,4.616874606,3,6,20,2
1LpYKb3SXZPve9hsH2QEJZFX279wJVGowi,Bitcoin,6,34,1,1L,1Lp,1,1,1,0.205882353,0.794117647,0,1,0.323529412,4.734521665,2,2,23,0
1LrxsRd7zNuxPJcL5rttnoeJFy1y4AffYY,Bitcoin,6,34,1,1L,1Lr,1,1,1,0.147058824,0.852941176,0,1,0.352941176,4.558051077,2,5,22,2
1LuDiMd95Df4i2bcvrfw47t2GKpLLXAQMZ,Bitcoin,6,34,1,1L,1Lu,1,1,1,0.235294118,0.764705882,0,1,0.470588235,4.594672032,3,5,18,2
1M5N4sJ1NHb4fviLVZA5MZLKhLZqU4CPZz,Bitcoin,6,34,1,1M,1M5,1,1,1,0.205882353,0.794117647,0,1,0.323529412,4.337175341,2,2,23,0
1MLPqwaFFUBZePTjpR3nxRoK19Cv9mPCc7,Bitcoin,6,34,1,1M,1ML,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.653495562,5,3,20,2
1MQBDeRWsiJBf7K1VGjJ7PWEL6GJXMfmLg,Bitcoin,6,34,1,1M,1MQ,1,1,1,0.147058824,0.852941176,0,1,0.352941176,4.477024974,4,3,22,0
1MbtT2ZsTtLp7EKZUV9r74cTyqvsMtTP2M,Bitcoin,6,34,1,1M,1Mb,1,1,1,0.205882353,0.794117647,0,1,0.294117647,4.337175341,1,2,24,0
1MiQRekg4BatJ12qbiSGnNakLLd8xbLMCG,Bitcoin,6,34,1,1M,1Mi,1,1,1,0.147058824,0.852941176,0,1,0.382352941,4.535848503,2,6,21,2
1MkCnCa9agS5t6V1B15bzusBgYECB4LfWp,Bitcoin,6,34,1,1M,1Mk,1,1,1,0.235294118,0.764705882,0,1,0.558823529,4.491443356,7,4,15,0
1MnbhWe5wr7Ut45ReyQsm96PwnM9jD7KaH,Bitcoin,6,34,1,1M,1Mn,1,1,1,0.264705882,0.735294118,0,1,0.411764706,4.675698135,1,4,20,0
1MtsQsw6n2jvJCWhpCw7jifTfD9Q3rBBVg,Bitcoin,6,34,1,1M,1Mt,1,1,1,0.176470588,0.823529412,0,1,0.382352941,4.675698135,5,2,21,2
1N6XqSf3ULpNjko9LrJmHudRoLitjwkETN,Bitcoin,6,34,1,1N,1N6,1,1,1,0.117647059,0.882352941,0,1,0.205882353,4.631292988,1,2,27,0
1NE2NiGhhbkFPSEyNWwj7hKGhGDedBtSrQ,Bitcoin,6,34,1,1N,1NE,1,1,1,0.088235294,0.911764706,0,1,0.323529412,4.4548224,5,3,23,2
1NaRX1GZgtZ7E8iXo8YUdTtnb8rAK5QFJa,Bitcoin,6,34,1,1N,1Na,1,1,1,0.205882353,0.794117647,0,1,0.411764706,4.653495562,3,4,20,0
1NayLEVF3bEEbDtdF2Cwso1VdEtvVNh2qX,Bitcoin,6,34,1,1N,1Na,1,1,1,0.147058824,0.852941176,0,1,0.529411765,4.300554385,8,5,16,2
1NbGwQwt4uEhg2srAKppLf8QaF6fbp3PZG,Bitcoin,6,34,1,1N,1Nb,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.653495562,3,5,20,2
1NpHuti9NSM9fVTXLkvSDU4AnhqGQ5N53d,Bitcoin,6,34,1,1N,1Np,1,1,1,0.205882353,0.794117647,0,1,0.323529412,4.771142621,2,2,23,0
1NuBZQXJPyYQGfoBib8wWBDpZmbtkJa5Ba,Bitcoin,6,34,1,1N,1Nu,1,1,1,0.088235294,0.911764706,0,1,0.382352941,4.558051077,5,5,21,0
1NvJm3jfZxENNyqws5BKQvhkLxg9chLJdo,Bitcoin,6,34,1,1N,1Nv,1,1,1,0.117647059,0.882352941,0,1,0.264705882,4.653495562,2,3,25,2
1P3ZfGFLezzYGg9k5SVzQmnjyh7nrUmF2y,Bitcoin,6,34,1,1P,1P3,1,1,1,0.176470588,0.823529412,0,1,0.294117647,4.653495562,2,2,24,2
1PJp8diNa89cVHpiT1VPu7EQ8LxYM5HX6v,Bitcoin,6,34,1,1P,1PJ,1,1,1,0.264705882,0.735294118,0,1,0.382352941,4.594672032,1,3,21,0
1PWRKxkR5AU7Tc9zPqjdhtu1eGW1QZzs4y,Bitcoin,6,34,1,1P,1PW,1,1,1,0.205882353,0.794117647,0,1,0.323529412,4.712319091,1,3,23,0
1PXxwPVtYxZiCRp9LKq7aKMDFrhAQztvUE,Bitcoin,6,34,1,1P,1PX,1,1,1,0.088235294,0.911764706,0,1,0.264705882,4.852168724,5,1,25,0
1PYtgFS2t6i57WdDvbRa7kPcsagGMBxzfg,Bitcoin,6,34,1,1P,1PY,1,1,1,0.176470588,0.823529412,0,1,0.441176471,4.712319091,3,6,19,0
1PfwHNxUnkpfkK9MKjMqzR3Xq3KCtq9u17,Bitcoin,6,34,1,1P,1Pf,1,1,1,0.205882353,0.794117647,0,1,0.294117647,4.4548224,1,2,24,0
1PhqQpaGCrqSxQ6QDXcv14QCd1U98Zp34E,Bitcoin,6,34,1,1P,1Ph,1,1,1,0.264705882,0.735294118,0,1,0.470588235,4.477024974,4,3,18,0
1Pu1nAW7kCoSMThMs8QcpM8JxuByQDZgH,Bitcoin,6,33,1,1P,1Pu,1,1,1,0.151515152,0.848484848,0,1,0.303030303,4.657882377,4,1,23,0
1Q4tJjH2aBr3AJrzxqa4Z3jPpf5SDgF4jK,Bitcoin,6,34,1,1Q,1Q4,1,1,1,0.235294118,0.764705882,0,1,0.441176471,4.572469459,4,3,19,0
1Q6saNmqKkyFB9mFR68Ck8F7Dp7dTopF2W,Bitcoin,6,34,1,1Q,1Q6,1,1,1,0.264705882,0.735294118,0,1,0.529411765,4.499227547,7,2,16,0
1Q9UAQbcDezmyouFrzt94t4dSMxgsUfW1X,Bitcoin,6,34,1,1Q,1Q9,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.675698135,3,5,20,0
1QHxyuLGRMHfbNPJikV4Dwhfx45HWfUMWB,Bitcoin,6,34,1,1Q,1QH,1,1,1,0.117647059,0.882352941,0,1,0.294117647,4.572469459,2,4,24,0
1QJUiNsNfji6mR1FjAwf6Eg9NxxHPoxpWL,Bitcoin,6,34,1,1Q,1QJ,1,1,1,0.147058824,0.852941176,0,1,0.294117647,4.513645929,3,2,24,2
1Sf6e4xQv8muMZqYPTdRFf3e5o5eWcg9F,Bitcoin,6,33,1,1S,1Sf,1,1,1,0.242424242,0.757575758,0,1,0.515151515,4.718488437,2,7,16,0
1r6S9vpUZPS5rb6gSdwV2bvSFcN3uSq4q,Bitcoin,6,33,1,1r,1r6,1,1,1,0.242424242,0.757575758,0,1,0.393939394,4.389556529,1,4,20,0
31nadacWrgPeAQxKRMabhn3fPhnhi3hjKa,Bitcoin,6,34,3,31,31n,1,1,1,0.117647059,0.882352941,0,1,0.411764706,4.219528282,1,9,20,0
31p6woV4e55HUfC2aGynFhzQnGoJFW26cD,Bitcoin,6,34,3,31,31p,1,1,1,0.264705882,0.735294118,0,1,0.5,4.675698135,4,4,17,2
31t4nEpcwyQJT1VuXdAoQZTT5givRDPsNP,Bitcoin,6,34,3,31,31t,1,1,1,0.147058824,0.852941176,0,1,0.294117647,4.771142621,3,2,24,2
32DaxSzUhLBHY2WGSWQYiBSHnRsfQZrrRp,Bitcoin,6,34,3,32,32D,1,1,1,0.088235294,0.911764706,0,1,0.235294118,4.477024974,3,2,26,2
32PsiT8itBrEF84ebdaF82yBUEcz5Wc6uY,Bitcoin,6,34,3,32,32P,1,1,1,0.264705882,0.735294118,0,1,0.617647059,4.594672032,6,6,13,0
32VgTk8kGvBsqkHhkvtNooGdtqZm46jTVo,Bitcoin,6,34,3,32,32V,1,1,1,0.147058824,0.852941176,0,1,0.205882353,4.359377915,1,1,27,2
32fbAZMTaQxNd2fAue1PgsiPgWfcsHBQQt,Bitcoin,6,34,3,32,32f,1,1,1,0.117647059,0.882352941,0,1,0.441176471,4.513645929,3,8,19,2
32jgFkZsTEjMFaBvxJnYvJEeTNKTmq5b32,Bitcoin,6,34,3,32,32j,1,1,1,0.147058824,0.852941176,0,1,0.382352941,4.535848503,5,3,21,0
32pCmCWEjwhkLwh5BgLNAeBQFp5Gi1hv81,Bitcoin,6,34,3,32,32p,1,1,1,0.205882353,0.794117647,0,1,0.441176471,4.535848503,7,1,19,0
32pTjxTNi7snk8sodrgfmdKao3DEn1nVJM,Bitcoin,6,34,3,32,32p,1,1,1,0.176470588,0.823529412,0,1,0.352941176,4.653495562,2,4,22,0
32wdqwX3zCEX3DhAVEcKwXCEGdzgBnx1R9,Bitcoin,6,34,3,32,32w,1,1,1,0.176470588,0.823529412,0,1,0.5,4.351593723,8,3,17,0
331TS6DyASY7iU5CRA8UryBnkPS78fP2B1,Bitcoin,6,34,3,33,331,1,1,1,0.323529412,0.676470588,0,1,0.529411765,4.418201444,6,1,16,2
33KKjn4exdBJQkTtdWxqpdVsWxrw3LareG,Bitcoin,6,34,3,33,33K,1,1,1,0.117647059,0.882352941,0,1,0.323529412,4.432619826,1,6,23,2
33Kja69SQVc8kozpoP7Qw6HFtGxHkiWzTz,Bitcoin,6,34,3,33,33K,1,1,1,0.205882353,0.794117647,0,1,0.294117647,4.594672032,1,2,24,2
33fWcMdmsB2Ey4CEbVWbjGFkuevBSyP9nG,Bitcoin,6,34,3,33,33f,1,1,1,0.147058824,0.852941176,0,1,0.5,4.675698135,6,6,17,2
33xWfziVZesgo83U5izdNCBVTnrtBpSwK7,Bitcoin,6,34,3,33,33x,1,1,1,0.176470588,0.823529412,0,1,0.352941176,4.712319091,3,3,22,2
343w3Xh64q5UpgpvAPqmsUzxrknde8PQHb,Bitcoin,6,34,3,34,343,1,1,1,0.235294118,0.764705882,0,1,0.352941176,4.653495562,1,3,22,0
347QFbejDBdMZFTxpmn6evvvqyXiqZTCd7,Bitcoin,6,34,3,34,347,1,1,1,0.147058824,0.852941176,0,1,0.441176471,4.535848503,5,5,19,3
34ETiHfQWEYFCCaXmEeQWVmhFH5vz2JMvd,Bitcoin,6,34,3,34,34E,1,1,1,0.117647059,0.882352941,0,1,0.441176471,4.535848503,7,4,19,2
34WWXwFKAsXL9zYxbeNPaPV6vDamkjQLUo,Bitcoin,6,34,3,34,34W,1,1,1,0.117647059,0.882352941,0,1,0.323529412,4.793345194,3,4,23,2
34dxZvijpBM1YkPybczbQ7DuGuKAnULdfS,Bitcoin,6,34,3,34,34d,1,1,1,0.117647059,0.882352941,0,1,0.382352941,4.910992253,3,6,21,0
34kEYgpijvCmjvahRXXQEnBH76UGJVx2wg,Bitcoin,6,34,3,34,34k,1,1,1,0.147058824,0.852941176,0,1,0.294117647,4.793345194,4,1,24,2
34kWCKF2wCbe6uinit2uL4ND6d8yxsuxKM,Bitcoin,6,34,3,34,34k,1,1,1,0.235294118,0.764705882,0,1,0.441176471,4.535848503,4,3,19,0
34pFGsSYbWEritXncW9unZtQQE9dKSvKku,Bitcoin,6,34,3,34,34p,1,1,1,0.117647059,0.882352941,0,1,0.294117647,4.558051077,3,3,24,2
35KAdTa2vqnJzitF2xiUzZn1Gmcas2Y465,Bitcoin,6,34,3,35,35K,1,1,1,0.264705882,0.735294118,0,1,0.441176471,4.653495562,2,4,19,0
35LScRJ8hzDvvWh9t9UA8bHGnGNVz3YEfa,Bitcoin,6,34,3,35,35L,1,1,1,0.205882353,0.794117647,0,1,0.411764706,4.675698135,3,4,20,2
35QpLWYkvD3ALhjbge5bK2kd7HfHYcDMu3,Bitcoin,6,34,3,35,35Q,1,1,1,0.205882353,0.794117647,0,1,0.470588235,4.535848503,3,6,18,0
35SwVFxosV3AsvnrBfzdXarqavRbvDyyxv,Bitcoin,6,34,3,35,35S,1,1,1,0.088235294,0.911764706,0,1,0.352941176,4.440404018,4,5,22,2
35aTjkBh4yeTypJsi9nuTdoMKHTsawKVgX,Bitcoin,6,34,3,35,35a,1,1,1,0.117647059,0.882352941,0,1,0.264705882,4.616874606,1,4,25,0
35eanEz5iYg2eYaxCtMrR4SCoypFqrBWUH,Bitcoin,6,34,3,35,35e,1,1,1,0.147058824,0.852941176,0,1,0.411764706,4.734521665,5,4,20,0
35hh9dg3wSvUJz9vFk1FsezLE5Fx3Hudk2,Bitcoin,6,34,3,35,35h,1,1,1,0.264705882,0.735294118,0,1,0.470588235,4.395998871,4,3,18,2
35qwVtMEohWDdBWRiCSR7azoP5cbY8SG1Q,Bitcoin,6,34,3,35,35q,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.793345194,4,4,20,0
35vypiSvQsxRiT3YZzGRGVaduUSx67ysZb,Bitcoin,6,34,3,35,35v,1,1,1,0.147058824,0.852941176,0,1,0.235294118,4.499227547,0,3,26,0
361AkMKNNWYwZRsCE8pPNmoh5aQf4V7g4p,Bitcoin,6,34,3,36,361,1,1,1,0.235294118,0.764705882,0,1,0.382352941,4.82996615,3,2,21,2
361NP7YcBPQ4KkLT3Y2QZeDEV4M3yi65Ar,Bitcoin,6,34,3,36,361,1,1,1,0.323529412,0.676470588,0,1,0.5,4.653495562,4,2,17,0
3685sEusmTwZBiKJ4cgV73EAhpVD1nbgbe,Bitcoin,6,34,3,36,368,1,1,1,0.235294118,0.764705882,0,1,0.5,4.734521665,5,4,17,0
36XqYWGvUQwBrYLRVuegN4pJJJSPWL1WEu,Bitcoin,6,34,3,36,36X,1,1,1,0.117647059,0.882352941,0,1,0.205882353,4.631292988,2,1,27,3
36YGN5dGzqrxMomTHdkT6cYVMnWBw8S7hD,Bitcoin,6,34,3,36,36Y,1,1,1,0.176470588,0.823529412,0,1,0.323529412,4.734521665,2,3,23,0
36yS87PLuW7sErLg1TY26WzaVarTim7AcC,Bitcoin,6,34,3,36,36y,1,1,1,0.264705882,0.735294118,0,1,0.441176471,4.594672032,3,3,19,0
372Wk9NLrMkJzKgqJdatWJy4bYRfxFjgat,Bitcoin,6,34,3,37,372,1,1,1,0.147058824,0.852941176,0,1,0.323529412,4.653495562,1,5,23,0
37KHumAdzFcg1fXMv36UGg91MHPqhJUv19,Bitcoin,6,34,3,37,37K,1,1,1,0.264705882,0.735294118,0,1,0.411764706,4.535848503,2,3,20,0
37dDBCexFPraKW4jGSqkE3NyG52YeZQbJx,Bitcoin,6,34,3,37,37d,1,1,1,0.176470588,0.823529412,0,1,0.470588235,4.852168724,5,5,18,0
37g6WgqedzZx6nx51tYgssNG8Hnknyj5nL,Bitcoin,6,34,3,37,37g,1,1,1,0.235294118,0.764705882,0,1,0.294117647,4.477024974,0,2,24,2
386wa1UM6nA798AWNh64jdrejZyedeXgUN,Bitcoin,6,34,3,38,386,1,1,1,0.294117647,0.705882353,0,1,0.529411765,4.4548224,2,6,16,0
389Sft4nJFkPGhbagk9FN4jXncA9piYTuU,Bitcoin,6,34,3,38,389,1,1,1,0.205882353,0.794117647,0,1,0.411764706,4.712319091,3,4,20,0
38LjCapRrJEW7w2zwbyS15P9D9UGPjWS44,Bitcoin,6,34,3,38,38L,1,1,1,0.294117647,0.705882353,0,1,0.441176471,4.675698135,3,2,19,2
38TftW1heYPqvKbiAhT4ttNBqkUPpooXad,Bitcoin,6,34,3,38,38T,1,1,1,0.117647059,0.882352941,0,1,0.323529412,4.653495562,2,5,23,2
38ncxqt932N9CcfNfYuHGZgCyR85hDkWBW,Bitcoin,6,34,3,38,38n,1,1,1,0.235294118,0.764705882,0,1,0.470588235,4.616874606,4,4,18,0
39AALn7eTjdPzLb99hHhD6F7J8QWB3R2Rd,Bitcoin,6,34,3,39,39A,1,1,1,0.294117647,0.705882353,0,1,0.558823529,4.535848503,5,4,15,2
39KQvziHwUe2vddbpfC5WkQEV72qbQhxuh,Bitcoin,6,34,3,39,39K,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.653495562,2,6,20,2
39NG2LcGRHXxSr1irpEVnJMw4ydL231sEn,Bitcoin,6,34,3,39,39N,1,1,1,0.235294118,0.764705882,0,1,0.352941176,4.616874606,2,2,22,0
39Te8MbphSgs7npDJPj2hbNzhke61NTcnB,Bitcoin,6,34,3,39,39T,1,1,1,0.205882353,0.794117647,0,1,0.411764706,4.594672032,2,5,20,0
39eboeqYNFe2VoLC3mUGx4dh6GNhLB3D2q,Bitcoin,6,34,3,39,39e,1,1,1,0.235294118,0.764705882,0,1,0.5,4.395998871,4,5,17,0
39fhoB2DohisGBbHvvfmkdPdShT75CNHdX,Bitcoin,6,34,3,39,39f,1,1,1,0.147058824,0.852941176,0,1,0.441176471,4.513645929,4,6,19,2
39p8qWp1bkBNhi4vPpFTetKPtH7goqNDZf,Bitcoin,6,34,3,39,39p,1,1,1,0.176470588,0.823529412,0,1,0.352941176,4.712319091,3,3,22,0
3A1HH3PseYMkh2nSrBb4kkVt3815kUNVVC,Bitcoin,6,34,3,3A,3A1,1,1,1,0.264705882,0.735294118,0,1,0.411764706,4.4548224,3,2,20,2
3AFcE2mbSSndcpYFgHoExSmjUc26ef2gQh,Bitcoin,6,34,3,3A,3AF,1,1,1,0.147058824,0.852941176,0,1,0.5,4.432619826,5,7,17,2
3ANWhUnHujdwbw2jEuGSRH6bvFsD9BqEy9,Bitcoin,6,34,3,3A,3AN,1,1,1,0.147058824,0.852941176,0,1,0.411764706,4.675698135,6,3,20,0
3AQSmMk5n3c6TKEg9B2WyzYAPm33gJJAA4,Bitcoin,6,34,3,3A,3AQ,1,1,1,0.264705882,0.735294118,0,1,0.470588235,4.440404018,6,1,18,2
3AYU365Tcjef7j9pdKF9Xe8rWpEpsH196t,Bitcoin,6,34,3,3A,3AY,1,1,1,0.323529412,0.676470588,0,1,0.558823529,4.572469459,3,5,15,0
3AjiWiUdKB5mcGUSS9mBeoHCeYJw3Zo8r6,Bitcoin,6,34,3,3A,3Aj,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.616874606,4,4,20,2
3AjyprBY5yhijiCjUC5NUJutGbwhd3AQdE,Bitcoin,6,34,3,3A,3Aj,1,1,1,0.117647059,0.882352941,0,1,0.382352941,4.418201444,6,3,21,0
3B3vmabBbeDRnVrjvvq3hm85zVB4v5bWFC,Bitcoin,6,34,3,3B,3B3,1,1,1,0.205882353,0.794117647,0,1,0.529411765,4.256149238,6,5,16,2
3B4G1M8eF3cThbeMwhEWkKzczw9QoNTGak,Bitcoin,6,34,3,3B,3B4,1,1,1,0.176470588,0.823529412,0,1,0.441176471,4.499227547,3,6,19,0
3B7S6zrgxQVQUHTU8wstM23tB9afE7ojuX,Bitcoin,6,34,3,3B,3B7,1,1,1,0.235294118,0.764705882,0,1,0.382352941,4.734521665,3,2,21,0
3BCN3WgMRJwULTz1vsEQ7NZrBjwaUBf5Ca,Bitcoin,6,34,3,3B,3BC,1,1,1,0.147058824,0.852941176,0,1,0.411764706,4.594672032,6,3,20,0
3BQACtiMXYB9JpUMpkEWt9m8BzswpGHq4X,Bitcoin,6,34,3,3B,3BQ,1,1,1,0.147058824,0.852941176,0,1,0.323529412,4.572469459,6,0,23,0
3BWP6ZQAhc4j5wR1b95zJAthJEFvhdees7,Bitcoin,6,34,3,3B,3BW,1,1,1,0.235294118,0.764705882,0,1,0.529411765,4.712319091,5,5,16,2
3BazbaTP8ELJUEfPBV9z5HXEdgBziV9p7W,Bitcoin,6,34,3,3B,3Ba,1,1,1,0.176470588,0.823529412,0,1,0.5,4.432619826,6,5,17,0
3BsyZ7qRFSi3NsaoV1Ff724qAgrEpjVUHm,Bitcoin,6,34,3,3B,3Bs,1,1,1,0.205882353,0.794117647,0,1,0.411764706,4.734521665,5,2,20,0
3CCmt5LjQ5yKkaFY1DWC2SbERVEtWRnSRD,Bitcoin,6,34,3,3C,3CC,1,1,1,0.147058824,0.852941176,0,1,0.441176471,4.4548224,8,2,19,2
3Czhm6xqn8odwz6jgTcjRrUjog28v6aVS8,Bitcoin,6,34,3,3C,3Cz,1,1,1,0.235294118,0.764705882,0,1,0.352941176,4.491443356,1,3,22,0
3DCCgmyKozcZkFBzYb1A2x8abZCpAUTPPk,Bitcoin,6,34,3,3D,3DC,1,1,1,0.117647059,0.882352941,0,1,0.470588235,4.594672032,8,4,18,2
3DLGfN7hgsWXXSp9euXcnmWXLpFQuswW2t,Bitcoin,6,34,3,3D,3DL,1,1,1,0.117647059,0.882352941,0,1,0.264705882,4.477024974,2,3,25,2
3DNsaQnaUz7wkQny1ZDSmtz6QfbEShxoDD,Bitcoin,6,34,3,3D,3DN,1,1,1,0.117647059,0.882352941,0,1,0.382352941,4.477024974,5,4,21,2
3E6rY4dSCDW6y2bzJNwrjvTtdmMQjB6yeh,Bitcoin,6,34,3,3E,3.00E+06,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.712319091,4,4,20,0
3E7YbpXuhh3CWFks1jmvWoV8y5DvsfzE6n,Bitcoin,6,34,3,3E,3.00E+07,1,1,1,0.205882353,0.794117647,0,1,0.411764706,4.734521665,5,2,20,2
3EL5vcYeu1cnivLtR7tnAX3bBirr9ATNAL,Bitcoin,6,34,3,3E,3EL,1,1,1,0.176470588,0.823529412,0,1,0.441176471,4.395998871,5,4,19,2
3EPqGUw2q89pwPZ1UF8FJspE2AyojSTjdu,Bitcoin,6,34,3,3E,3EP,1,1,1,0.205882353,0.794117647,0,1,0.382352941,4.499227547,5,1,21,0
3EQoMXw6Xi8zNzY8tLfJbkWjV5EXsQP4Es,Bitcoin,6,34,3,3E,3EQ,1,1,1,0.176470588,0.823529412,0,1,0.323529412,4.572469459,3,2,23,0
3ES6pqCueDPCnC4hCqhhYuey6gyiRJZw6E,Bitcoin,6,34,3,3E,3ES,1,1,1,0.147058824,0.852941176,0,1,0.411764706,4.278351812,7,2,20,2
3EUjqe9UpmyXCFd6jeu69hoTzndMRfxw9M,Bitcoin,6,34,3,3E,3EU,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.594672032,3,5,20,0
3EeR8FbcPbkcGj77D6ttneJxmsr3Nu7KGV,Bitcoin,6,34,3,3E,3Ee,1,1,1,0.205882353,0.794117647,0,1,0.470588235,4.594672032,3,6,18,2
3F2sZ4jbhvDKQdGbHYPC6ZxFXEau2m5Lqj,Bitcoin,6,34,3,3F,3F2,1,1,1,0.176470588,0.823529412,0,1,0.441176471,4.793345194,5,4,19,0
3F6bbvS1krsc1qR8FsbTDfYQyvkMm3QvmR,Bitcoin,6,34,3,3F,3F6,1,1,1,0.176470588,0.823529412,0,1,0.411764706,4.337175341,3,5,20,2
3FBgeJdhiBe22UoSpp51Vd8dPHVa2A4wZX,Bitcoin,6,34,3,3F,3FB,1,1,1,0.235294118,0.764705882,0,1,0.529411765,4.572469459,4,6,16,2
3FfRvC3kSo2SxiQe5e7SSuNdegwgq8iusL,Bitcoin,6,34,3,3F,3Ff,1,1,1,0.176470588,0.823529412,0,1,0.382352941,4.477024974,2,5,21,2
3FgaJMgxCfU3qqQ3Yiqv3Xw8rmLDDkByeo,Bitcoin,6,34,3,3F,3Fg,1,1,1,0.147058824,0.852941176,0,1,0.382352941,4.594672032,5,3,21,2
3GAUBtrTtWp1D9yeXgr3wMg8B599QHa5m5,Bitcoin,6,34,3,3G,3GA,1,1,1,0.294117647,0.705882353,0,1,0.470588235,4.513645929,4,2,18,2
3GBGnqDqdiskCmfq2Rchk1LcBoSo4P3DZQ,Bitcoin,6,34,3,3G,3GB,1,1,1,0.147058824,0.852941176,0,1,0.411764706,4.535848503,5,4,20,0
3GMfGEDYMTq9G8dEHet1zLtUFJwYwSNa3Y,Bitcoin,6,34,3,3G,3GM,1,1,1,0.147058824,0.852941176,0,1,0.382352941,4.513645929,4,4,21,0
3GSXNXzyCDoQ1Rhsc7F1jjjFe7DGcHHdcM,Bitcoin,6,34,3,3G,3GS,1,1,1,0.147058824,0.852941176,0,1,0.441176471,4.395998871,5,5,19,3
3GXdtA6kbb4M5aqzZm5qqxcFDFRMW8LqdJ,Bitcoin,6,34,3,3G,3GX,1,1,1,0.176470588,0.823529412,0,1,0.470588235,4.558051077,4,6,18,2
3GYbbYkvqvjF5oYhaKCgQYCvcVE1JENk6J,Bitcoin,6,34,3,3G,3GY,1,1,1,0.117647059,0.882352941,0,1,0.382352941,4.418201444,5,4,21,2
3Gbs4rjcVUtQd8p3CiFUCxPLZwRqurezRZ,Bitcoin,6,34,3,3G,3Gb,1,1,1,0.117647059,0.882352941,0,1,0.323529412,4.734521665,3,4,23,0
3GuQjr7kkrR5EjpanMgyAuxuLgrjEUwe21,Bitcoin,6,34,3,3G,3Gu,1,1,1,0.147058824,0.852941176,0,1,0.294117647,4.491443356,3,2,24,2
3H3rh85qPaGLy2w6618yZNaH7i8asHv46B,Bitcoin,6,34,3,3H,3H3,1,1,1,0.382352941,0.617647059,0,1,0.5,4.410417253,1,3,17,2
3H4qaWi5DS6FMwyZrG9xRRud3Qc5dUVn2U,Bitcoin,6,34,3,3H,3H4,1,1,1,0.235294118,0.764705882,0,1,0.411764706,4.793345194,2,4,20,2
3HJN4jRa4mdfkey9JR9jUhr86yPwL86A3C,Bitcoin,6,34,3,3H,3HJ,1,1,1,0.294117647,0.705882353,0,1,0.470588235,4.558051077,2,4,18,0
3HQDRyzwm82MFmLWtmyikDM9JQEtVT6vAp,Bitcoin,6,34,3,3H,3HQ,1,1,1,0.147058824,0.852941176,0,1,0.294117647,4.653495562,5,0,24,0
3HQRveQzPifZorZLDXHernc5zjoZax8U9f,Bitcoin,6,34,3,3H,3HQ,1,1,1,0.117647059,0.882352941,0,1,0.323529412,4.535848503,1,6,23,0
3HRExd8GKFskZC5inmVcpiyy9UWG7FVa6o,Bitcoin,6,34,3,3H,3HR,1,1,1,0.176470588,0.823529412,0,1,0.382352941,4.793345194,4,3,21,2
3HSZc4BLnQBznjSq7JvXgqNCZUUs3M9fZz,Bitcoin,6,34,3,3H,3HS,1,1,1,0.147058824,0.852941176,0,1,0.294117647,4.535848503,3,2,24,2
3HWjh69cVQvcPeLWVCyVmXEq72nyDSj5zP,Bitcoin,6,34,3,3H,3HW,1,1,1,0.176470588,0.823529412,0,1,0.352941176,4.653495562,3,3,22,0
3He6EyDaCUgmdr4GXqhxbeTQukaGLCByU2,Bitcoin,6,34,3,3H,3He,1,1,1,0.117647059,0.882352941,0,1,0.441176471,4.734521665,5,6,19,0
3HePkztPU6UsdENxnyQHFrdZA6eVKeMtvz,Bitcoin,6,34,3,3H,3He,1,1,1,0.088235294,0.911764706,0,1,0.323529412,4.535848503,3,5,23,0
